descrip1art,codbarras,principio_activo,concentracion,forma_farmaceutica,blister,origen,generico,fabricante,cantidad_presentacion,usuario,status,usuario_root,status2,PA_Alter_FF,PA_Alter_CON,LastUpdated,timestamp2,timestamp1,principio_activo_Des,concentracion_Des,forma_farmaceutica_Des,origen_Des,fabricante_Des,principio_activo_Score,concentracion_Score,forma_farmaceutica_Score,blister_Score,origen_Score,generico_Score,fabricante_Score,cantidad_presentacion_Score,Score_Final,blister_Des,generico_Des,cantidad_presentacion_Des,patrocinador,patrocinador_Des,patrocinador_Score,origen_dato,codigo_atc,indicaciones,contraindicaciones,almacenamiento,requiere_recipe,marca,marca_Des,marca_Score,contenido_neto,contenido_neto_Des,contenido_neto_Score,codigo_atc_Des,codigo_atc_Score,requiere_recipe_Des,requiere_recipe_Score,segmento_etario,segmento_etario_Des,segmento_etario_Score,es_medicamento,es_medicamento_Score,url_imagen,clasificacion_insumo_Des,elasticidad_demanda,elasticidad_demanda_Des
Domperidona 10 mg x 30 tabletas Angelus,7598176000212,431,1194,27,,,,,30,jose antonio garcia pablo,True,,False,,,2024-10-05 18:54:57.570000,,2024-08-15 10:18:00,Domperidona,10 mg,Tableta,Venezuela,Laboratorios Angellus,,,,,,,,,,0,1,30 tabletas,,,,IA_FULL_ATTR_V1,,,,,,,Angelus,,,10 mg,,A03FA03,,True,,NO_DEFINIDO,Adultos,,True,,,Medicamento,,
"Funtrazol (Itraconazol) 100 mg x 10 cápsulas, Angelus",7598176000229,649,253,27,,,,,10,jose antonio garcia pablo,True,,False,,,2024-10-05 18:55:01.333333,,2024-08-20 12:04:00,Itraconazol,100 mg,Cápsula,Desconocido,Angellus,,,,,,,,,,1,1,10 cápsulas,,,,IA_FULL_ATTR_V1,,,,,,,Angelus,,,100 mg,,J02AC02,,True,,NO_DEFINIDO,Adultos,,True,,,Medicamento,,
Valsartán 160 mg x 10 tabletas Angelus,7598176000236,,,27,,,,,10,,,,,,,2026-06-19 16:27:49.716666,,,Valsartán,160 mg,Tableta,,,,,,,,,,,,,,10 tabletas,,,,IA_FULL_ATTR_V1,,,,,,,Angelus,,,,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
Carbamazepina 200 mg x 30 tabletas Angelus,7598176000243,240,474,27,,,,,30,jose antonio garcia pablo,True,,False,,,2024-10-05 18:54:53.380000,,2024-08-14 12:27:00,Carbamazepina,200 mg,Tableta,,Angellus,,,,,,,,,,0,1,30 tabletas,,,,IA_FULL_ATTR_V1,,,,,,,Angelus,,,200 mg,,N03AF01,,True,,NO_DEFINIDO,Adultos,,True,,,Medicamento,,
Atorvastatina 20 mg x 30 tabletas (Angelus),7598176000250,149,457,27,,,,1051,30,jose antonio garcia pablo,True,,False,,,2024-10-05 18:54:50.336666,,2024-08-13 18:47:00,Atorvastatina,20 mg,Tableta,,ANGELUS,,,,,,,,,,1,1,30 tabletas,,,,IA_FULL_ATTR_V1,,,,,,,Angelus,,,20 mg,,C10AA05,,True,,NO_DEFINIDO,Adultos,,True,,,Medicamento,,
Carvedilol 12.5 mg x 30 tabletas Angelus,7598176000267,251,1170,27,,,,1051,30,jose antonio garcia pablo,True,,False,,,2024-10-05 18:54:53.560000,,2024-08-13 13:59:00,Carvedilol,12.5 mg,Tableta,,Angelus,,,,,,,,,,0,1,30 tabletas,,,,IA_FULL_ATTR_V1,,,,,,,Angelus,,,12.5 mg,,C07AG02,,True,,NO_DEFINIDO,Adulto,,True,,,Medicamento,,
Finasteride 5 mg x 30 tabletas Angelus,7598176000274,511,,27,,,,,30,,,,,,,2026-06-19 16:27:49.716666,,,Finasteride,5 mg,Tableta,,,,,,,,,,,,,,30 tabletas,,,,IA_FULL_ATTR_V1,,,,,,,Angelus,,,,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
Flavoxato 200 mg x 30 tabletas Angelus,7598176000281,512,474,27,,,,,30,ariany cabello antuare,True,,False,,,2024-10-05 18:54:59.180000,,2024-08-17 16:23:00,Flavoxato,200 mg,Tableta,Venezuela,LABORATORIOS GENESIS,,,,,,,,,,1,0,30 tabletas,,,,IA_FULL_ATTR_V1,,,,,,,Angelus,,,200 mg,,G04BD02,,True,,NO_DEFINIDO,Adultos,,True,,,Medicamento,,
Nimodipina 30 mg x 30 tabletas Angelus,7598176000298,792,,27,,,,,30,,,,,,,2026-06-19 16:27:49.720000,,,Nimodipina,30 mg,Tableta,,,,,,,,,,,,,,30 tabletas,,,,IA_FULL_ATTR_V1,,,,,,,Angelus,,,,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
Sitagliptina 50 mg y Metformina 500 mg x 30 tabletas Angelus,7598176000304,973,770,88,,,,,30,jose antonio garcia pablo,True,,False,,,2024-10-05 18:57:47.563333,,2024-08-24 08:41:00,Sitagliptina + Metformina,50 mg y 500 mg,Tableta,,No especificado,,,,,,,,,,1,0,30 tabletas,,,,IA_FULL_ATTR_V1,,,,,,,Angelus,,,,,A10BD07,,True,,NO_DEFINIDO,Adultos,,True,,,Medicamento,,
Metformina 1000 mg x 30 tabletas Angelus,7598176000311,742,136,27,,,,1051,30,,,,,"TAB(27), TAB LP(29)","1 G(136), 500 MG(775), 750 MG(907), 850 MG(941)",2024-09-03 20:30:01.003333,,,Metformina,1000 mg,Tableta,,ANGELUS,,,,,,,,,,0,1,30 tabletas,,,,IA_FULL_ATTR_V1,,,,,,,Angelus,,,1000 mg,,A10BA02,,True,,NO_DEFINIDO,Adultos,,True,,,Medicamento,,
GLIBENCLAMIDA 5 MG X 30 TAB ANGELLUS,7598176000335,555,718,27,,,,,30,jose antonio garcia pablo,True,,False,,,2024-10-05 18:55:00.116666,,2024-08-16 11:36:00,Glibenclamida,5 mg,Tableta,No especificado,No especificado,,,,,,,,,,0,1,30 tabletas,,,,IA_FULL_ATTR_V1,,,,,,,Angellus,,,5 mg,,A10BB01,,True,,NO_DEFINIDO,Adultos,,True,,,Medicamento,,
Amlodipino 5 mg x 30 tabletas Angelus,7598176000342,,,27,,,,,30,,,,,,,2026-06-19 16:27:49.716666,,,Amlodipino,5 mg,Tableta,,,,,,,,,,,,,,30 tabletas,,,,IA_FULL_ATTR_V1,,,,,,,Angelus,,,5 mg,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
Amlodipina 5 mg / Valsartán 160 mg x 30 tabletas Angelus,7598176000359,123,731,88,,,,,30,jose antonio garcia pablo,True,,False,,,2024-10-05 18:54:49.076666,,2024-08-12 11:04:00,Amlodipina + Valsartán,5 mg / 160 mg,Tableta,,No especificado,,,,,,,,,,1,0,30 tabletas,,,,IA_FULL_ATTR_V1,,,,,,,Angelus,,,,,C09DB01,,True,,NO_DEFINIDO,adultos,,True,,,Medicamento,,
Cefadroxilo 500 mg x 10 cápsulas Angelus,7598176000380,258,750,123,,,,1051,10,jose antonio garcia pablo,True,,False,,,2024-10-05 18:54:53.690000,,2024-08-16 11:24:00,Cefadroxilo,500 mg,Cápsula,,ANGELUS,,,,,,,,,,0,1,10 cápsulas,,,,IA_FULL_ATTR_V1,,,,,,,Angelus,,,500 mg,,J01DB05,,True,,NO_DEFINIDO,TODO,,True,,,Medicamento,,
Sultamicilina 750 mg x 10 tabletas Angelus,7598176000410,989,907,27,,,,1051,10,jose antonio garcia pablo,True,,False,,,2024-10-05 18:57:47.950000,,2024-08-24 09:04:00,Sultamicilina,750 mg,Tableta,,Angelus,,,,,,,,,,1,0,10 tabletas,,,,IA_FULL_ATTR_V1,,,,,,,Angelus,,,750 mg,,J01CR04,,True,,NO_DEFINIDO,Adultos,,True,,,Medicamento,,
Etoricoxib 60mg x 10 tabletas Angelus,7598176000458,1164,853,27,,,,,10,ariany cabello antuare,True,,False,,,2024-10-05 18:54:58.410000,,2024-08-17 16:23:00,Etoricoxib,60mg,Tableta,,No especificado,,,,,,,,,,1,0,10 tabletas,,,,IA_FULL_ATTR_V1,,,,,,,Angelus,,,60mg,,M01AH05,,True,,NO_DEFINIDO,Adultos,,True,,,Medicamento,,
Etoricoxib 90 mg x 10 tabletas (Angelus),7598176000465,1164,956,27,,,,,10,ariany cabello antuare,True,,False,,,2024-10-05 18:54:58.393333,,2024-08-17 16:23:00,Etoricoxib,90 mg,Tableta,,ANGEL,,,,,,,,,,1,0,10 tabletas,,,,IA_FULL_ATTR_V1,,,,,,,Angelus,,,90 mg,,M01AH05,,True,,NO_DEFINIDO,Adultos,,True,,,Medicamento,,
MELOXICAM 15 MG X 10 TABLETAS ANGELUS,7598176000472,736,348,27,,,,,10,jose antonio garcia pablo,True,,False,,,2024-10-05 18:55:03.226666,,2024-08-19 09:44:00,Meloxicam,15 mg,Tableta,Venezuela,Angellus,,,,,,,,,,1,0,10 tabletas,,,,IA_FULL_ATTR_V1,,,,,,,Angelus,,,15 mg,,M01AC06,,True,,NO_DEFINIDO,Adulto,,True,,https://mercafarma.com.ve/img/productos/7598176000472.jpg,Medicamento,,
Digoxina 0.25 mg x 30 tabletas Angelus,7598176000489,415,85,27,,,,1051,30,,,,,,,2024-11-28 20:30:00.456666,,,Digoxina,0.25 mg,Tableta,Venezuela,ANGELUS,,,,,,,,,,0,1,30 tabletas,,,,IA_FULL_ATTR_V1,,,,,,,Angelus,,,0.25 mg,,C01AA05,,True,,NO_DEFINIDO,Adultos,,True,,,Medicamento,,
Metformina 850 mg x 30 tabletas Angelus,7598176000496,742,941,27,,,,,30,jose antonio garcia pablo,True,,False,,,2024-10-05 18:55:03.570000,,2024-08-19 10:02:00,Metformina,850 mg,Tableta,No Especificado,No especificado,,,,,,,,,,1,1,30 tabletas,,,,IA_FULL_ATTR_V1,,,,,,,Angelus,,,850 mg,,A10BA02,,True,,NO_DEFINIDO,Adultos,,True,,,Medicamento,,
Atorvastatina 40 mg x 30 tabletas Angelus,7598176000502,149,649,101,,,,1051,30,jose antonio garcia pablo,True,,False,,,2024-10-05 18:54:50.496666,,2024-08-13 19:03:00,Atorvastatina,40 mg,Tableta,,ANGELUS,,,,,,,,,,1,1,30 tabletas,,,,IA_FULL_ATTR_V1,,,,,,,Angelus,,,40 mg,,C10AA05,,True,,NO_DEFINIDO,Adultos,,True,,,Medicamento,,
"Kadolex (Dexketoprofeno) 25 mg, caja con 10 tabletas",7598176000526,387,501,27,,,,1051,10,jose antonio garcia pablo,True,,False,,,2024-10-05 18:54:56.576666,,2024-08-21 16:16:00,Dexketoprofeno,25 mg,Tableta,No especificado,Angelus,,,,,,,,,,1,0,10 tabletas,,,,IA_FULL_ATTR_V1,,,,,,,Kadolex,,,25 mg,,M01AE17,,True,,NO_DEFINIDO,Adultos,,True,,,Medicamento,,
Diacereína 50 mg x 30 tabletas Angelus,7598176000533,399,750,27,,,,,30,,,,,TAB(27),50 MG(750),2024-08-14 20:30:00.410000,,,Diacereína,50 mg,Tableta,Desconocido,Angellus,,,,,,,,,,1,0,30 tabletas,,,,IA_FULL_ATTR_V1,,,,,,,Angelus,,,50 mg,,M01AX21,,True,,NO_DEFINIDO,Adultos,,True,,,Medicamento,,
Fenitoína 100 mg x 30 tabletas Angelus,7598176000557,413,1122,27,,,,1051,30,,,,,,,2025-09-16 20:30:00.300000,,,Fenitoína,100 mg,Tableta,,ANGELUS,,,,,,,,,,0,0,30 tabletas,,,,IA_FULL_ATTR_V1,,,,,,,Angelus,,46,100 mg,,,,True,,NO_DEFINIDO,,,True,,,Medicamento,,
TIZANIDINA 2MG X 10 TAB ANGELLUS,7598176000564,1025,421,27,,,,,10,ariany cabello antuare,True,,False,,,2024-10-05 18:57:48.966666,,2024-08-29 11:54:00,Tizanidina,2mg,Tableta,,ANGELLUS,,,,,,,,,,1,1,10 tabletas,,,,IA_FULL_ATTR_V1,,,,,,,Angellus,,,2mg,,M03BX02,,True,,NO_DEFINIDO,Adultos,,True,,,Medicamento,,
Bisoprolol Fumarato 2.5 mg x 30 tabletas Angelus,7598176000571,191,,27,,,,,30,,,,,,,2026-06-19 16:27:49.720000,,,Bisoprolol Fumarato,2.5 mg,Tableta,,,,,,,,,,,,,,30 tabletas,,,,IA_FULL_ATTR_V1,,,,,,,Angelus,,,,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
Bisoprolol Fumarato 5 mg x 30 tabletas Angelus,7598176000588,191,,27,,,,,30,,,,,,,2026-06-19 16:27:49.720000,,,Bisoprolol Fumarato,5 mg,Tableta,,,,,,,,,,,,,,30 tabletas,,,,IA_FULL_ATTR_V1,,,,,,,Angelus,,,,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
Diltiazem 120 mg x 30 tabletas de liberación prolongada (Angelus),7598176000618,417,323,101,,,,1051,30,jose antonio garcia pablo,True,,False,,,2024-10-05 18:54:57.096666,,2024-08-15 09:55:00,Diltiazem,120 mg,Tableta,,ANGELUS,,,,,,,,,,0,1,30 tabletas,,,,IA_FULL_ATTR_V1,,,,,,,Angelus,,,120 mg,,C05AE03,,True,,NO_DEFINIDO,Adultos,,True,,,Medicamento,,
Diltiazem 60 mg x 30 tabletas de liberación prolongada Angelus,7598176000625,417,853,27,,,,,30,jose antonio garcia pablo,True,,False,,,2024-10-05 18:54:57.076666,,2024-08-15 09:55:00,Diltiazem,60 mg,Tableta,,No especificado,,,,,,,,,,0,1,30 tabletas,,,,IA_FULL_ATTR_V1,,,,,,,Angelus,,,60 mg,,C08DB01,,True,,NO_DEFINIDO,Adultos,,True,,,Medicamento,,
Candesartán 8 mg x 30 tabletas (Angelus),7598176000694,236,915,27,,,,1051,30,,,,,,,2024-12-16 20:30:00.953333,,,Candesartán,8 mg,Tableta,,No especificado,,,,,,,,,,0,0,30 tabletas,,,,IA_FULL_ATTR_V1,,,,,,,Angelus,,46,8 mg,,C09CA06,,False,,NO_DEFINIDO,,,True,,https://www.farmadon.com.ve/wp-content/uploads/2023/09/Candesartan-8Mg-X-30-Tabletas-Angelus.jpg,Medicamento,,
Clindamicina 300 mg x 10 cápsulas (Angelus),7598176000700,311,580,123,,,,1051,10,jose antonio garcia pablo,True,,False,,,2024-10-05 18:54:54.796666,,2024-08-16 16:24:00,Clindamicina,300 mg,Cápsula,Venezuela,Angelus,,,,,,,,,,0,1,10 cápsulas,,,,IA_FULL_ATTR_V1,,,,,,,Angelus,,,300 mg,,J01FF01,,True,,NO_DEFINIDO,Adultos,,True,,,Medicamento,,
Losartán Potásico 100 mg x 30 tabletas (Angelus),7598176000717,714,253,27,,,,,30,,,,,,,2025-12-11 20:30:01.100000,,,Losartán Potásico,100 mg,Tableta,No especificado,No especificado,,,,,,,,,,1,1,30 tabletas,,,,IA_FULL_ATTR_V1,,,,,,,Angelus,,,100 mg,,C09CA01,,True,,NO_DEFINIDO,Adulto,,True,,,Medicamento,,
"Amoxicilina/Ácido Clavulánico 250 mg/62.5 mg por 5 ml, suspensión oral de 60 ml.",7598176000724,132,983,73,,,,,1,,,,,"JARABE(15), POLVO (20), TAB(27)","1 G(136), 1 G/500 MG(148), 10 MG/250 MG(232), 125 MG(330), 200 UI/250 MG(488), 250 MG(511), 500 MG(775), 750 MG(907), 875 MG(946)",,,,Amoxicilina/Ácido Clavulánico,250 mg/62.5 mg por 5 ml,Suspensión,VE,No especificado,,,,,,,,,,0,0,60 ml,,,,IA_FULL_ATTR_V1,,,,,,,,,61,60 ml,,J01CR02,,True,,NO_DEFINIDO,INFANTIL,,True,,https://mercafarma.com.ve/img/productos/7598176000724.jpg,Medicamento,,
SITAGLIPTINA 100 MG X 30 TABLETAS (ANGELUS),7598176000731,972,1122,27,,,,1051,30,,,,,,,2024-11-26 20:30:00.190000,,,Sitagliptina,100 mg,Tableta,,No especificado,,,,,,,,,,0,0,30 tabletas,,,,IA_FULL_ATTR_V1,,,,,,,Angelus,,46,100 mg,,A10BH01,,True,,NO_DEFINIDO,ADULTOS,,True,,,Medicamento,,
Sultamicina 250 mg/5 ml polvo para suspensión oral pediátrica 60 ml,7598176000748,,,20,,,,,1,,,,,,,2026-06-19 16:27:49.720000,,,Sultamicina,250 mg/5 ml,Suspensión,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,,,,60 ml,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
"Tamsulosina 0.4 mg y Dutasterida 0.5 mg, 30 cápsulas de liberación prolongada, Angelus.",7598176000755,442,,68,,,,,30,,,,,,,2026-06-19 16:27:49.720000,,,"Tamsulosina, Dutasterida",0.4 mg y 0.5 mg,Cápsula,,,,,,,,,,,,,,30 cápsulas,,,,IA_FULL_ATTR_V1,,,,,,,Angelus,,,,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
Carbamazepina 400 mg 30 tabletas Angelus,7598176000786,240,664,27,,,,1051,30,jose antonio garcia pablo,True,,False,,,2024-10-05 18:54:53.400000,,2024-08-14 12:27:00,Carbamazepina,400 mg,Tableta,,Angelus,,,,,,,,,,0,1,30 tabletas,,,,IA_FULL_ATTR_V1,,,,,,,Angelus,,,400 mg,,N03AF01,,True,,NO_DEFINIDO,Adultos,,True,,,Medicamento,,
"Pimadol 10 mg, butilbromuro de hioscina, 10 tabletas (Angelus).",7598176000809,605,,27,,,,,10,,,,,"GOTAS(10), INYECTA(14), TAB(27)","10 MG(213), 20 MG(457), 5 MG(718)",,,,Butilbromuro de Hioscina,10 mg,Tableta,,No especificado,,,,,,,,,,0,0,10 tabletas,,,,IA_FULL_ATTR_V1,,,,,,,Pimadol (Angelus),,,10 mg,,,,True,,NO_DEFINIDO,,,True,,,Medicamento,,
Glinamed (Dapagliflozina) 10 mg x 30 tabletas,7598176000816,2182,1194,27,,,,1051,30,,,,,,,2024-07-17 20:30:00.210000,,,Dapagliflozina,10 mg,Tableta,,No especificado,,,,,,,,,,0,0,30 tabletas,,,,IA_FULL_ATTR_V1,,,,,,,Glinamed,,11,10 mg,,,,True,,NO_DEFINIDO,,,True,,,Medicamento,,
GLINAMED DAPAGLIFOZINA 5MG X 30TAB ANGEL,7598176000823,2182,718,27,,,,1051,30,,,,,,,2025-12-11 20:30:01.100000,,,Dapagliflozina,5mg,Tableta,,ANGEL,,,,,,,,,,0,0,30 tabletas,,,,IA_FULL_ATTR_V1,,,,,,,Glinamed (Angel),,46,5mg,,,,True,,NO_DEFINIDO,ADULTOS,,True,,,Medicamento,,
Vepagli (Empagliflozina) 10 mg x 30 tabletas (Angelus),7598176000830,2253,1194,27,,,,1051,30,,,,,,,2024-08-14 20:30:00.410000,,,Empagliflozina,10 mg,Tableta,,ANGE,,,,,,,,,,0,0,30 tabletas,,,,IA_FULL_ATTR_V1,,,,,,,Vepagli (Angelus),,46,10 mg,,,,True,,NO_DEFINIDO,,,True,,,Medicamento,,
Vemantin 25 mg x 30 tabletas (Empagliflozina) Angelus,7598176000847,2253,501,27,,,,1051,30,,,,,,,2025-09-15 20:30:00.783333,,,Empagliflozina,25 mg,Tableta,,No especificado,,,,,,,,,,0,0,30 tabletas,,,,IA_FULL_ATTR_V1,,,,,,,Vemantin (Angelus),,46,25 mg,,A10BK04,,True,,NO_DEFINIDO,,,True,,,Medicamento,,
Dopril solución oral pediátrica 3 mg/ml x 60 ml (Prednisolona) sabor naranja.,7598176000854,896,,80,,,,,1,,,,,,,2026-06-19 16:27:49.720000,,,Prednisolona,3 mg/ml,Solución,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Dopril,,,60 ml,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
Zultina (Nitazoxanida) 100mg/5ml suspensión oral sabor naranja 30ml,7598176000878,794,1045,45,,,,1051,1,,True,,,,,2026-04-13 20:30:01.070000,,,Nitazoxanida,100mg/5ml,Suspensión,,ANGELU,,,,,,,,,,0,0,30 ml,,,,IA_FULL_ATTR_V1,P01AX11,,,,True,,Zultina,,,30ml,,,,False,,ADULTO,,,True,,,Medicamento,,
Tinator (Acetaminofén) 180 mg/5 ml solución oral pediátrica sabor naranja 120 ml,7598176001028,,,80,,,,,1,,,,,,,2026-06-19 16:27:49.720000,,,Acetaminofén,180 mg/5 ml,Solución,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Tinator,,,120 ml,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
"Clancin Jarabe 250 mg/5 mL, 120 mL",7598176001066,,,15,,,,,1,,,,,,,2026-06-19 16:27:49.720000,,,,250 mg/5 mL,Jarabe,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Clancin,,,120 mL,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
Ibuprofeno 100mg/5ml jarabe sabor naranja 120ml,7598176001073,610,,15,,,,,1,,,,,,,2026-06-19 16:27:49.720000,,,Ibuprofeno,100mg/5ml,Jarabe,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,,,,120ml,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
"Corzelan crema con clotrimazol 1%, neomicina 0.5% y dexametasona 0.04% en envase de 20g.",7598176001097,346,,62,,,,,1,,,,,,,2026-06-19 16:27:49.720000,,,"Clotrimazol, Neomicina, Dexametasona","1%, 0.5%, 0.04%",Crema,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Corzelan,,,20g,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
Permadol (Ibuprofeno 600mg + Tiocolchicósido 4mg) x 10 tabletas Angelus,7598176001103,610,,27,,,,,10,,,,,,,2026-06-19 16:27:49.723333,,,"Ibuprofeno, Tiocolchicósido",600mg + 4mg,Tableta,,,,,,,,,,,,,,10 tabletas,,,,IA_FULL_ATTR_V1,,,,,,,"Permadol, Angelus",,,,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
MOTANEX/NAFAZOLINA GOTAS NASALES ANGELUS,7598176001110,777,58,10,,,,1051,1,,,,,,,2025-07-05 20:30:01.070000,,,Nafazolina,,Gotas,,ANGELUS,,,,,,,,,,0,0,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Motanex (Angelus),,,,,R01AA08,,True,,NO_DEFINIDO,NiÃ±os y adultos,,True,,,Medicamento,,
Omeprazol 20 mg x 10 cápsulas Angelus,7598176001134,815,457,123,,,,,10,,,,,,,2025-04-26 20:30:00.946666,,,Omeprazol,20 mg,Cápsula,Desconocido,No especificado,,,,,,,,,,1,1,10 cápsulas,,,,IA_FULL_ATTR_V1,,,,,,,Angelus,,,20 mg,,A02BC01,,True,,NO_DEFINIDO,Adultos,,True,,https://www.mdsaude.com/wp-content/uploads/omeprazol-imagem.jpg,Medicamento,,
CLASOL Dextrometorfano 15mg/5ml solución oral sabor naranja 120ml Angelus,7598176001158,391,,80,,,,,1,,,,,,,2026-06-19 16:27:49.720000,,,Dextrometorfano,15mg/5ml,Solución,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,"CLASOL, Angelus",,,120ml,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
OLMESARTÁN MEDOXOMILO 40 mg x 30 tabletas (Angelus),7598176001165,2303,649,27,,,,1051,30,,,,,,,2024-12-10 20:30:00.196666,,,Olmesartán Medoxomilo,40 mg,Tableta,,ARESAN/BIOCOR,,,,,,,,,,0,0,30 tabletas,,,,IA_FULL_ATTR_V1,,,,,,,Angelus,,46,40 mg,,,,True,,NO_DEFINIDO,,,True,,https://mercafarma.com.ve/img/productos/7598176001165.jpg,Medicamento,,
ETORICOXIB 120 MG X 10 TAB EZETIX ANGELU,7598176001172,1164,323,27,,,,,10,ariany cabello antuare,True,,False,,,2024-10-05 18:54:58.423333,,2024-08-17 16:23:00,Etoricoxib,120 mg,Tableta,,Angelini Pharma,,,,,,,,,,1,0,10 tabletas,,,,IA_FULL_ATTR_V1,,,,,,,Ezetix (Angelu),,,120 mg,,M01AH05,,True,,NO_DEFINIDO,Adultos,,True,,,Medicamento,,
Sitagliptina 50mg + Metformina 850mg x 30 tabletas Angelus,7598176001189,742,1112,27,,,,,30,,,,,"TAB(27), TAB LP(29)","1 G(136), 500 MG(775), 750 MG(907), 850 MG(941)",2024-08-14 20:30:00.410000,,,Sitagliptina + Metformina,50mg + 850mg,Tableta,No Especificado,No especificado,,,,,,,,,,1,0,30 tabletas,,,,IA_FULL_ATTR_V1,,,,,,,Angelus,,,,,A10BD07,,True,,NO_DEFINIDO,ADULTOS,,True,,,Medicamento,,
"Omeprazol 20 mg cápsulas de liberación prolongada, 20 unidades",7598176001233,815,,68,,,,,20,,,,,,,2026-06-19 16:27:49.720000,,,Omeprazol,20 mg,Cápsula,,,,,,,,,,,,,,20 unidades,,,,IA_FULL_ATTR_V1,,,,,,,,,,,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
"Vacuna antimeningocócica conjugada Menfive, 1 dosis de 0.5ml.",7598176001240,,,,,,,,1,,,,,,,2026-06-19 16:27:49.723333,,,Vacuna antimeningocócica conjugada,,Inyectable,,,,,,,,,,,,,,1 dosis,,,,IA_FULL_ATTR_V1,,,,,,,Menfive,,,0.5ml,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
"Vacuna PNEUMOSIL, 1 vial, Angelus",7598176001257,,,,,,,,1,,,,,,,2026-06-19 16:27:49.723333,,,Vacuna PNEUMOSIL,,Inyectable,,,,,,,,,,,,,,1 vial,,,,IA_FULL_ATTR_V1,,,,,,,Angelus,,,,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
Funtrazol (Itraconazol) 100mg x 10 tabletas Angelus,7598176001301,649,,27,,,,,10,,,,,,,2026-06-19 16:27:49.723333,,,Itraconazol,100mg,Tableta,,,,,,,,,,,,,,10 tabletas,,,,IA_FULL_ATTR_V1,,,,,,,"Funtrazol, Angelus",,,,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
Clindamicina Angelus 300 mg 10 cápsulas,7598176001318,311,580,123,,,,,10,,,,,,,2025-03-15 20:30:00.180000,,,Clindamicina,300 mg,Cápsula,No info available,No especificado,,,,,,,,,,0,1,10 cápsulas,,,,IA_FULL_ATTR_V1,,,,,,,Angelus,,,300 mg,,J01FF01,,True,,NO_DEFINIDO,Adultos,,True,,No info available,Medicamento,,
Candesartán 16 mg x 30 tabletas Angelus,7598176001363,,,27,,,,,30,,,,,,,2026-06-19 16:27:49.723333,,,Candesartán,16 mg,Tableta,,,,,,,,,,,,,,30 tabletas,,,,IA_FULL_ATTR_V1,,,,,,,Angelus,,,,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
Diosmina 450 mg + Hesperidina 50 mg x 30 comprimidos (Angelus),7598176001370,422,,88,,,,,30,,,,,,,2026-06-19 16:27:49.723333,,,"Diosmina, Hesperidina",450 mg + 50 mg,Comprimido,,,,,,,,,,,,,,30 comprimidos,,,,IA_FULL_ATTR_V1,,,,,,,Angelus,,,,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
Nebivolol 5mg x 28 tabletas Angelus,7598176001387,783,718,101,,,,1051,28,,,,,,,2025-07-28 20:30:00.386666,,,Nebivolol,5mg,Tableta,,ANGELUS,,,,,,,,,,1,0,28 tabletas,,,,IA_FULL_ATTR_V1,,,,,,,Angelus,,,5mg,,C07AB12,,True,,NO_DEFINIDO,Adultos,,True,,,Medicamento,,
"Nifedipino 30 mg liberación prolongada, 30 tabletas, Angelus",7598176001394,790,571,27,,,,,30,,,,,"GOTAS(10), TAB(27), TAB LP(29)","10 MG(213), 10 MG/20 MG(228), 2%(433), 20 MG(457), 30 MG(571), 60 MG(853)",2024-08-08 20:30:00.503333,,,Nifedipino,30 mg,Tableta,,No especificado,,,,,,,,,,1,1,30 tabletas,,,,IA_FULL_ATTR_V1,,,,,,,Angelus,,,30 mg,,C08CA05,,True,,NO_DEFINIDO,Adultos,,True,,,Medicamento,,
